"id","condition","TBD1","TBD2","CJR1","PJR1","OTP1","COA1","COA2","COA3","RO1","TRM1","TRM2","TRM3","TRM4","TWC1","TWC2","TWC3","TWC4","TWC5","GA1","GA2","GA3","GA4","GA5","IP1","IP2","IP3","IP4","IP5","PRS1","PRS2","PRS3","PRS4","PRS5","OCP1","OCP2","OCP3","OCP4","OCP5","OCP6","OCP7","OCP8","OCP9","OCP10","OCP11","OCP12","OCP13","OCP14","OCP15","OCP16"
1,"AVI",1,1,2,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,1,2,2,1,1,3,1,2,1,1,1,1,1,1,1,3,1,1,1
1,"Traditional",4,3,2,3,3,3,5,3,4,4,5,4,5,5,5,5,5,5,4,4,5,4,4,5,4,5,4,5,4,5,4,4,5,3,4,2,3,4,4,3,4,5,4,5,5,2,2,2,4
2,"AVI",4,3,4,3,2,4,4,4,4,4,5,4,4,3,2,3,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,3,3,4,4,3,4,5,3,4,4,4,3,3
2,"Traditional",4,3,4,4,4,5,5,5,3,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,4,5,5,4,5,4,3,5,4,4,3,5
3,"AVI",1,3,3,1,1,1,1,2,5,3,3,3,3,1,1,1,1,1,2,2,4,3,3,2,2,3,3,3,2,3,2,3,3,3,3,4,3,4,4,3,3,3,3,3,3,4,4,4,3
3,"Traditional",4,4,5,1,4,4,3,3,2,4,5,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
4,"AVI",1,1,4,2,1,1,5,1,5,2,5,3,3,1,2,2,1,1,2,2,2,2,1,2,1,2,2,3,2,3,2,2,4,4,2,4,3,2,3,2,3,2,3,2,2,4,3,4,2
4,"Traditional",4,3,4,3,4,5,5,4,2,4,4,4,4,3,5,1,4,4,4,2,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,3,4,3,4,4,4,4,4,3,3,4,4,4,3
5,"AVI",2,2,4,2,4,3,5,4,5,5,5,5,5,2,2,2,1,1,4,4,4,5,5,4,4,4,5,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,5,4,3
5,"Traditional",5,4,5,5,5,5,5,3,3,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,4,5,5,5,4,5,3,5,5,5,4,3,5
6,"AVI",4,4,4,2,4,4,4,5,5,5,5,3,4,2,2,2,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,2,3,3,3,3,2,2,4,2,4,4,4,3
6,"Traditional",4,2,4,2,5,2,3,2,4,3,4,3,4,4,4,3,2,3,3,4,3,4,4,4,3,4,4,3,4,3,3,3,2,4,4,2,2,3,3,4,2,2,2,3,3,3,3,3,2
7,"AVI",2,2,4,2,2,4,3,3,5,3,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,3,3,2,2,4,1,3,4,3,3,2
7,"Traditional",4,4,4,4,3,4,3,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,4,4,5,4,5,4,4,4,4,4,5,5,5,5,4,4,4
8,"AVI",1,2,4,2,3,4,5,5,5,5,5,3,4,2,1,2,1,1,3,2,1,2,3,4,3,3,3,4,3,3,3,3,3,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,5
8,"Traditional",4,4,4,4,4,4,5,3,2,5,5,4,5,5,5,3,4,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,4,4,5,5,3,4,4,4,5,4,5
9,"AVI",4,4,5,4,4,2,3,2,2,4,4,4,5,4,2,3,2,2,4,3,4,5,4,5,4,5,5,4,5,4,4,4,5,4,4,4,3,4,4,4,3,4,4,4,3,3,4,3,4
9,"Traditional",4,4,5,4,4,5,5,2,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,4,5,5,4,5,4,5,5,4,5,4,5
10,"AVI",4,4,5,4,4,5,5,4,5,5,5,5,5,4,4,4,2,2,5,4,5,4,5,5,4,4,4,4,4,4,4,4,4,3,4,5,3,4,4,4,3,3,3,3,3,5,4,3,3
10,"Traditional",4,4,5,4,2,4,5,4,4,5,5,4,5,4,5,5,5,5,5,4,4,4,4,5,4,5,4,4,4,4,4,5,4,3,4,2,3,4,3,3,3,3,4,3,3,3,3,2,4
11,"AVI",1,2,4,3,4,2,2,1,5,3,2,3,2,3,4,1,1,1,2,2,2,4,2,4,1,4,2,3,3,3,3,2,3,3,2,4,3,3,3,3,3,3,3,2,3,4,3,4,3
11,"Traditional",4,4,4,2,4,3,4,3,4,5,4,4,5,5,5,3,4,4,4,4,4,5,5,5,4,4,4,3,3,4,3,3,5,3,4,3,4,3,4,3,3,3,3,4,3,3,3,2,4
12,"AVI",1,1,1,1,5,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,5,5,3,4,5,2,5,2,5,5,5,4,4
12,"Traditional",5,4,5,5,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,5,5,5,3,5,5
13,"AVI",1,2,4,2,2,2,5,2,5,3,4,4,4,1,1,4,1,1,2,2,2,4,2,4,2,2,2,4,3,3,2,3,3,3,3,4,3,3,3,2,2,2,2,2,2,4,3,4,2
13,"Traditional",3,3,4,2,2,2,2,2,2,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,4,5,4,3,3,4,3,4,4,3,3,2,3,4,3,3,2,2,3,4,3,2,3,2,4
14,"AVI",2,2,5,2,2,4,5,5,1,4,4,3,2,1,1,1,1,1,5,4,5,5,5,5,4,5,5,4,5,4,4,4,5,5,4,4,5,3,5,3,4,3,4,2,5,4,4,4,4
14,"Traditional",5,5,5,2,4,5,3,5,4,5,5,5,4,5,5,4,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,4,4,5,3,5,4,4,5,4,5
15,"AVI",5,4,5,4,5,5,5,2,5,5,5,5,5,2,4,5,2,2,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,5,4,5,3,5,5,4,4,5,5,5,5,5
15,"Traditional",4,4,5,3,4,2,2,4,5,4,4,4,4,5,5,2,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,3,5,2,4,5,1,2,5,5,4,3,4
16,"AVI",5,3,4,3,2,4,4,2,5,3,3,3,4,2,4,3,2,2,4,4,5,4,5,5,4,5,4,3,5,5,4,4,4,4,3,4,5,1,4,3,3,2,2,3,2,5,5,4,4
16,"Traditional",1,2,2,2,4,2,3,1,5,4,4,3,4,5,4,3,2,1,3,4,2,4,3,3,3,4,3,3,3,4,2,4,4,3,3,4,2,3,2,2,2,2,2,2,2,3,5,5,2
17,"AVI",3,4,5,4,4,3,3,2,5,5,5,5,5,4,4,4,3,2,5,5,5,5,5,5,3,5,5,5,3,5,3,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
17,"Traditional",5,4,4,3,2,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5
18,"AVI",1,1,2,2,2,2,4,4,5,4,3,3,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,3,3,2,4,2,4,2,4,3,1,2,1,3,1,2,1,1,4,3,3,1
18,"Traditional",2,4,4,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,5,4,4,2,4,3,4,5,2,3,2,4
19,"AVI",3,3,4,5,5,4,4,3,2,4,4,3,4,4,4,2,3,3,4,4,4,4,4,5,4,5,4,3,5,4,5,5,5,5,5,4,5,4,5,4,4,4,3,2,4,4,4,3,4
19,"Traditional",3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,4,4,3,4,2,3,3,2,3,3,2,2,4,4,2,3,4,4,3,2,3,3,4,2,4,4,4,3,4
20,"AVI",5,3,5,4,4,5,5,4,3,4,5,4,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,4,5,5,4,5,4,5,5,4,5,3,5,3,4,5,3,4,5,4,5,5,4
20,"Traditional",5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,3,5,3,4,5,3,4,3,4,5,4,4
21,"AVI",3,2,4,2,2,3,5,2,5,4,4,3,2,1,2,2,1,1,2,2,2,2,2,2,1,4,1,3,3,2,2,2,2,3,2,4,2,2,2,2,2,1,2,1,1,4,2,3,2
21,"Traditional",5,3,5,2,3,2,2,2,5,5,5,4,5,4,5,4,5,5,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,4,4,3,2,3,2,4
22,"AVI",2,2,1,2,4,4,4,4,5,4,2,3,2,2,2,2,1,1,3,4,2,5,3,4,1,3,2,3,3,3,4,5,5,3,4,5,4,4,3,3,4,3,4,2,3,5,4,5,4
22,"Traditional",3,2,3,1,3,4,2,2,3,4,4,4,4,5,5,3,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,3,4,5,5,3,3,4,5,5,4,4,3,4,4,4,4,3,4
23,"AVI",1,1,4,1,2,4,5,3,5,5,5,3,3,1,1,1,1,1,2,3,2,3,2,2,2,4,2,3,3,3,3,2,3,3,2,2,3,2,3,3,2,2,2,2,2,2,3,2,3
23,"Traditional",3,2,3,1,1,2,2,3,5,5,5,4,4,5,5,3,1,1,4,4,4,4,4,4,3,5,4,4,4,4,4,3,4,3,4,3,5,4,4,4,4,3,3,4,4,3,4,3,3
24,"AVI",1,1,4,1,1,1,5,4,1,1,2,3,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,1,3,3,3,2,2,3,5,2,4,1,4,3,2,2,NA,3,2,2,4,1,2
24,"Traditional",4,4,3,2,3,5,5,2,3,4,5,4,5,5,5,4,4,4,4,5,4,4,4,5,4,5,4,4,4,5,5,4,5,5,5,2,4,3,5,4,5,3,3,2,3,2,NA,2,4
25,"AVI",3,4,4,2,4,3,2,3,4,4,5,4,4,4,3,NA,2,4,4,4,5,4,5,5,4,4,4,4,5,3,3,4,3,5,4,5,5,5,4,4,4,4,4,3,2,3,4,2,3
25,"Traditional",5,4,3,5,3,3,4,4,4,5,4,2,4,5,4,5,3,4,4,4,4,5,5,3,4,5,3,4,4,4,4,4,3,3,4,5,2,4,4,4,2,3,4,4,4,3,4,2,3
26,"AVI",2,2,3,2,2,3,4,2,5,3,3,3,2,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,1,4,1,1,2,2,NA,1,1,1,1,5,3,2,2
26,"Traditional",4,4,3,2,2,4,5,4,4,4,4,2,3,4,5,2,1,1,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1
27,"AVI",2,3,4,3,2,3,4,3,4,4,4,3,4,2,2,2,1,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,3,3,4,5,4,4,4,3,4,4,4,3,4
27,"Traditional",5,3,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,4,4,4,4,4,5,4,5,5,5,4,3,5
28,"AVI",3,2,2,2,1,3,4,2,4,3,2,1,1,1,1,1,1,2,3,4,2,4,4,4,4,4,5,5,3,4,4,3,3,4,5,3,5,3,5,4,4,5,5,5,5,4,4,5,5
28,"Traditional",4,2,4,3,3,5,5,3,2,4,4,3,4,5,5,2,3,4,4,3,3,5,2,3,4,4,4,2,3,5,4,3,3,4,5,3,5,3,5,5,3,3,5,5,5,4,3,5,5
29,"AVI",3,4,4,2,2,5,5,5,5,5,5,3,4,3,4,2,1,1,4,4,5,4,5,4,4,4,5,3,4,4,4,4,5,3,4,5,4,4,5,4,4,4,3,3,5,4,3,4,5
29,"Traditional",4,5,4,3,5,3,2,3,3,4,4,4,4,4,4,4,5,5,5,4,5,4,5,5,3,5,5,5,4,4,4,5,5,5,3,2,3,5,5,4,5,5,4,4,5,4,5,3,4
30,"AVI",2,2,4,1,1,3,5,2,5,4,5,3,3,1,1,3,2,2,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,3,5,4,4,4,5,4,3,4,4,3,2
30,"Traditional",5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,4,4,4,3,5,4,5,5,5,3
31,"AVI",3,2,3,3,3,2,4,3,3,2,2,2,2,3,4,3,3,4,2,5,3,2,2,3,2,5,1,4,3,3,3,2,4,3,2,3,3,2,3,2,2,2,3,2,2,3,3,2,3
31,"Traditional",2,3,4,2,4,3,2,2,2,4,4,4,4,5,4,2,4,4,5,5,5,5,5,5,5,5,5,3,5,5,4,5,2,3,5,4,3,4,2,4,5,4,2,1,5,5,5,5,5
32,"AVI",4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,5,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5
32,"Traditional",4,4,5,5,4,4,NA,5,4,5,4,4,5,4,5,4,4,5,5,5,4,4,5,4,5,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
33,"AVI",5,5,4,2,4,5,5,5,5,5,5,3,5,2,4,2,2,2,5,5,5,5,5,5,4,5,4,5,4,3,3,4,5,4,5,4,3,5,3,5,3,4,5,2,4,5,5,2,4
33,"Traditional",5,3,3,2,2,4,5,2,1,4,5,3,5,4,5,5,4,4,5,5,5,5,5,5,3,5,4,4,3,5,4,5,4,3,4,2,2,5,5,4,4,5,4,4,4,3,3,2,4
34,"AVI",2,2,2,1,1,4,4,2,4,3,3,3,2,2,3,3,1,1,2,2,2,2,2,3,2,3,3,2,2,2,3,2,2,1,2,1,2,2,3,1,2,2,2,1,2,1,4,1,2
34,"Traditional",4,4,5,3,4,3,4,2,4,4,4,5,5,5,4,4,5,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,3,5,4,3,2,2,4
35,"AVI",5,3,4,2,2,5,4,5,3,5,5,5,4,5,5,4,4,5,5,4,5,5,5,5,4,5,5,4,5,3,4,4,2,4,4,3,3,3,5,4,5,4,4,5,3,4,4,2,4
35,"Traditional",4,4,4,2,2,5,2,4,2,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,3,5,4,4,5,4,4,4,3,4,4,5,3,3,3,5,3,3,2,4
36,"AVI",2,3,4,1,1,2,3,2,5,5,5,3,3,2,4,2,1,1,1,2,2,5,1,1,2,1,3,1,2,3,1,1,3,2,1,4,1,2,3,2,4,1,1,1,2,2,3,4,1
36,"Traditional",4,3,5,1,1,1,1,1,1,4,5,4,4,5,5,3,4,5,3,3,3,5,4,4,3,4,4,3,3,3,3,4,3,3,4,1,2,4,3,3,4,3,4,4,3,1,3,1,3
37,"AVI",2,2,4,1,1,4,4,4,3,4,3,3,3,3,3,4,2,2,3,3,4,4,3,4,2,4,4,4,4,4,3,3,5,3,1,4,3,3,2,3,3,2,2,2,3,4,4,4,4
37,"Traditional",4,4,5,3,5,5,4,2,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,4,4,4,5,5,4,2,3,2,4,3,3,2,3,2,3,4,3,1,2,2,3
38,"AVI",2,2,4,3,3,4,5,3,5,5,5,4,5,1,1,1,3,1,4,4,4,5,4,3,3,5,3,3,4,4,5,5,4,5,4,5,5,3,5,2,4,3,2,2,2,5,4,5,2
38,"Traditional",2,2,1,2,2,3,5,1,5,3,5,4,3,4,5,2,1,1,3,2,4,4,3,4,2,5,2,3,3,3,3,3,2,5,2,2,4,1,4,2,2,3,2,2,2,3,2,2,3
39,"AVI",3,4,4,2,5,2,2,3,4,4,4,5,4,3,4,2,2,2,4,1,3,4,4,4,3,4,4,2,4,4,3,2,3,4,3,4,4,2,3,3,4,4,3,2,3,5,3,3,4
39,"Traditional",4,4,4,4,2,4,3,1,5,4,4,4,4,5,5,4,4,4,3,3,5,5,5,5,5,3,4,4,4,5,5,5,4,4,4,2,3,NA,3,3,2,2,3,3,2,4,3,3,3
40,"AVI",4,3,4,3,3,3,5,4,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,4,4,4,3,4,4,3,4,3,3,3,3,3,3,3,4,2,3,3,3,3,3,5
40,"Traditional",5,5,5,3,5,3,5,3,3,5,5,5,5,5,4,3,4,5,5,5,5,5,5,5,5,5,1,5,5,3,5,5,5,5,5,4,5,4,5,3,4,5,1,5,3,5,5,4,5
41,"AVI",4,4,5,2,4,5,5,5,5,5,5,3,5,1,4,4,1,1,5,5,5,5,4,5,4,5,4,5,3,4,4,3,4,4,5,5,4,4,3,2,5,2,3,2,2,3,4,1,4
41,"Traditional",4,4,4,4,2,4,3,2,5,3,4,4,4,4,4,2,4,3,4,4,4,4,4,4,2,4,3,4,3,4,4,4,4,5,5,3,4,5,4,4,5,4,3,4,4,4,4,1,4
42,"AVI",1,2,4,2,2,1,4,1,5,3,3,3,3,2,2,1,1,1,3,2,2,3,3,4,2,4,4,3,3,2,2,2,2,3,3,4,3,NA,3,2,4,3,1,2,3,3,3,2,2
42,"Traditional",2,3,4,4,4,3,2,3,2,3,4,4,4,3,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,3,3,4,3,3,3,3,3,3,3,3,3,2,4
43,"AVI",2,3,2,2,2,5,4,4,2,5,5,4,5,1,4,1,4,1,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,3,4,5,5,5,2,5
43,"Traditional",4,5,5,4,4,4,4,4,4,4,4,5,3,5,4,4,4,5,5,1,5,5,5,5,5,4,4,4,5,5,5,4,4,4,4,2,4,4,4,4,3,4,4,4,4,3,3,1,4
44,"AVI",1,1,4,1,3,4,4,3,1,2,1,1,2,3,1,3,1,1,3,1,2,4,1,4,1,2,2,2,5,3,3,3,1,2,3,4,4,2,2,3,1,3,3,2,2,4,3,5,5
44,"Traditional",2,2,5,4,3,4,2,4,4,3,3,2,3,2,3,3,3,3,2,3,3,3,2,3,2,4,3,3,2,3,4,5,4,3,5,3,4,3,3,3,2,3,3,3,3,2,3,3,3
45,"AVI",4,5,5,4,2,4,3,4,4,5,4,5,5,4,5,3,1,1,5,5,4,5,5,5,5,5,5,3,4,4,4,4,5,5,4,5,3,5,4,3,5,3,3,3,3,5,4,4,3
45,"Traditional",2,3,4,2,2,3,4,2,4,4,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,3,4,4,4,4,4,3,4,1,4,4,5,4,4,3,3,5,4,2,3,3,4
46,"AVI",1,1,4,1,1,2,4,1,5,5,5,1,2,1,1,1,1,1,1,2,1,1,1,2,2,4,2,1,2,2,1,2,3,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2
46,"Traditional",5,5,4,5,5,4,4,5,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4
47,"AVI",2,4,3,1,2,5,5,4,3,4,3,3,3,2,2,2,2,2,3,2,3,2,3,4,2,4,2,2,2,3,2,3,3,2,2,1,3,2,3,3,2,3,2,1,2,2,2,2,3
47,"Traditional",5,4,4,3,2,4,4,2,4,5,4,4,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,5,4,4,5,5,4,3,4,3,4,4,3,4,3,4,4,3,4,3,3,2,5
