"id","condition","TBD1","TBD2","CJR1","PJR1","OTP1","COA1","COA2","COA3","RO1","TRM1","TRM2","TRM3","TRM4","TWC1","TWC2","TWC3","TWC4","TWC5","GA1","GA2","GA3","GA4","GA5","IP1","IP2","IP3","IP4","IP5","PRS1","PRS2","PRS3","PRS4","PRS5","OCP1","OCP2","OCP3","OCP4","OCP5","OCP6","OCP7","OCP8","OCP9","OCP10","OCP11","OCP12","OCP13","OCP14","OCP15","OCP16"
97,"AVI",4,4,5,2,1,5,5,1,1,5,5,5,5,4,1,1,1,1,2,2,1,1,1,3,1,4,5,2,3,4,4,3,4,2,5,4,4,3,4,2,3,1,4,1,2,3,1,3,5
97,"Traditional",5,4,5,4,4,4,5,2,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,4,4,2,5,4,4,5,4,5,3,5,4,3,5,3,4
98,"AVI",4,3,4,2,2,1,4,2,2,3,4,4,4,3,4,4,2,3,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,5,4,4,4,4,3,4,5,4,3,4,3,4,3,3
98,"Traditional",5,4,5,4,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,3,4
99,"AVI",4,2,5,1,2,4,4,3,5,5,5,5,5,1,1,1,1,1,4,5,5,3,3,5,3,5,4,4,4,5,5,4,5,5,5,5,5,5,5,3,3,5,5,5,5,3,5,2,5
99,"Traditional",4,3,4,1,5,3,5,2,2,4,5,5,4,5,5,4,5,4,3,4,4,4,4,5,4,NA,4,3,5,3,4,4,4,5,4,2,4,4,5,4,3,3,4,3,3,3,3,3,5
100,"AVI",2,3,2,1,1,1,2,1,1,2,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,2,3,2,1,3,1,2,2,2,1,3,2,2,1,5,3
100,"Traditional",3,3,5,5,2,5,4,5,5,4,5,5,4,5,4,5,4,4,5,3,3,3,3,3,4,5,2,4,4,4,4,4,4,5,5,3,5,4,4,5,4,NA,2,5,4,4,3,4,5
101,"AVI",5,4,4,5,4,4,2,2,3,4,4,4,4,4,2,3,3,3,4,4,4,4,3,4,4,5,4,4,4,3,4,3,4,4,4,5,5,4,5,4,5,4,4,5,4,4,5,3,4
101,"Traditional",5,4,4,3,3,4,4,2,5,5,5,4,4,4,5,4,4,3,4,4,2,3,2,3,3,4,4,3,3,4,3,4,4,4,4,2,2,4,3,5,2,4,3,5,4,2,3,2,5
102,"AVI",2,2,4,1,4,2,2,5,5,5,5,5,5,2,2,2,1,1,5,5,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,4,5,5,5,4,4,4,4,4,5,4,5,4,4
102,"Traditional",4,4,5,2,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,5,4,4,4,4,4,4,4,5,3,5
103,"AVI",2,2,3,2,3,1,4,2,3,4,4,4,4,4,4,3,2,2,2,2,2,4,2,3,2,3,3,2,3,4,1,2,4,3,2,4,5,3,4,1,3,2,3,1,3,3,5,4,2
103,"Traditional",2,3,4,2,4,1,2,1,5,4,3,4,4,4,4,4,4,4,3,4,5,4,4,4,3,4,4,4,4,4,4,4,5,4,4,2,4,3,4,4,4,4,3,3,3,2,3,2,3
104,"AVI",5,4,4,2,4,3,2,4,5,5,5,4,4,2,2,4,3,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,3,2,2,4,3,2,4,4,3,4,2,2,3
104,"Traditional",2,3,3,4,4,2,2,4,4,4,4,4,4,2,4,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,2,3,3,3,2,2,3,4,2,4,4,3,4
105,"AVI",4,3,3,1,2,2,4,1,4,3,4,3,2,1,3,2,3,3,4,3,3,3,NA,3,3,4,4,3,3,3,4,3,4,NA,3,3,4,2,3,2,2,3,2,3,2,3,3,2,3
105,"Traditional",4,3,3,2,3,4,4,5,4,4,4,5,5,5,5,4,5,4,4,1,3,5,5,5,4,5,4,5,4,3,4,NA,4,4,5,5,4,4,5,5,4,4,5,4,4,4,5,4,5
106,"AVI",2,4,4,2,4,4,5,4,2,5,5,2,5,1,2,2,1,1,5,5,5,1,5,1,5,5,1,4,5,5,5,5,5,5,5,4,4,4,5,4,4,4,5,5,4,5,2,3,4
106,"Traditional",4,4,5,4,4,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,4,4,5,5,3,4,3,5,4,2,3,2,4
107,"AVI",1,2,4,2,3,4,5,2,5,5,5,3,4,4,2,1,1,1,5,4,5,5,5,4,5,5,2,4,3,4,4,3,5,3,5,5,3,3,4,5,3,3,3,2,3,5,4,5,2
107,"Traditional",4,3,3,2,4,3,5,4,5,4,5,3,4,5,5,3,4,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,3,5,4,3,3,4,4,3,4,4,4,3,3,3,2,3
108,"AVI",2,2,4,3,2,4,4,2,5,4,3,2,2,4,2,2,1,2,2,2,2,2,1,4,2,4,2,2,3,3,2,2,2,2,3,3,3,2,3,2,2,2,2,2,2,4,2,3,3
108,"Traditional",5,4,4,4,4,4,4,2,4,5,5,5,5,5,5,4,4,4,4,5,4,5,4,5,4,5,4,4,4,4,4,4,5,4,5,3,4,4,4,5,3,4,2,5,4,3,2,2,4
109,"AVI",1,2,2,2,1,1,5,5,5,4,3,3,3,1,1,1,1,1,3,3,3,3,3,3,2,3,4,3,3,3,3,3,4,2,2,4,5,4,3,2,2,2,2,2,2,5,2,1,1
109,"Traditional",4,4,4,3,3,4,4,3,5,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,3,5,4,4,4,4,4,4,4,4,5,3,5,5,4,3,4,4,5,4,4,4,4,3,3
110,"AVI",3,2,3,3,2,2,3,4,5,5,5,3,4,1,1,4,1,1,2,4,4,4,4,5,3,5,4,4,4,3,2,2,3,5,4,5,4,1,4,3,5,2,5,1,1,5,3,2,4
110,"Traditional",3,3,5,2,4,3,4,2,5,4,5,3,5,5,5,5,4,4,5,5,5,5,5,5,3,5,5,4,5,5,4,5,5,4,2,2,4,5,4,4,4,2,5,3,4,3,4,1,3
111,"AVI",2,2,4,2,5,5,5,4,5,5,5,2,4,1,1,2,1,1,2,1,2,2,3,2,2,1,2,2,3,3,2,3,2,3,2,2,4,3,3,3,2,3,3,2,2,3,2,2,2
111,"Traditional",4,4,5,2,2,4,5,4,4,4,5,5,5,4,5,4,5,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,2,4,3,4,4,3,4,4,4,3,3,4,2,4
112,"AVI",4,5,5,3,2,5,5,5,5,5,4,3,4,1,1,1,1,1,4,4,4,5,5,4,3,5,4,4,4,4,3,4,4,3,4,5,5,5,3,2,3,2,1,1,3,5,5,5,5
112,"Traditional",4,3,4,3,3,4,5,4,4,5,5,4,4,5,5,4,4,4,5,5,5,4,4,5,4,5,4,5,4,5,4,4,5,5,4,2,5,3,4,3,3,3,4,3,3,4,4,3,5
113,"AVI",3,5,2,1,1,5,5,2,5,5,4,5,5,1,1,1,1,1,4,4,4,5,5,4,2,5,2,2,2,4,4,2,4,1,4,1,1,1,4,1,1,1,1,1,5,5,5,1,5
113,"Traditional",5,4,5,4,5,5,2,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,3,5,5,5,5,4,3,5,5,5,3,5,2,5
114,"AVI",4,5,5,3,5,3,4,4,5,5,5,5,4,5,5,5,4,4,5,5,5,4,5,5,5,3,5,4,4,5,5,4,3,4,5,2,5,3,5,5,3,5,4,5,5,3,5,4,3
114,"Traditional",5,4,5,4,5,4,5,4,1,5,5,4,4,3,2,3,2,2,2,4,4,3,3,4,4,3,5,4,5,5,4,5,4,5,5,4,5,5,5,4,4,5,3,4,4,5,3,3,5
115,"AVI",2,3,3,1,2,3,4,3,5,3,3,3,3,2,2,2,1,1,4,2,2,3,3,3,2,3,1,3,3,3,2,2,4,2,2,3,3,4,2,2,2,2,3,1,1,3,2,2,2
115,"Traditional",3,4,NA,3,4,1,4,3,4,5,5,4,5,5,5,4,5,5,4,5,4,5,4,4,4,5,5,5,5,4,4,4,5,4,5,3,3,4,4,5,4,4,4,4,4,4,3,2,4
116,"AVI",4,2,4,2,4,2,5,2,5,5,5,5,5,1,1,2,1,1,5,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,5,5,3,4,3,5,3,3,5,5,4,5,4,3,5
116,"Traditional",4,3,4,2,4,5,1,2,5,5,5,4,4,4,5,3,5,4,5,4,3,3,4,5,4,5,3,4,4,5,4,4,3,3,2,2,2,3,2,2,3,5,3,4,4,2,1,2,5
117,"AVI",5,3,5,3,2,3,5,3,5,5,5,3,5,2,3,3,2,2,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,5,5,5,3,4,2,5,2,2,4,5,4,4
117,"Traditional",4,5,3,3,2,4,5,2,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,3,3,3,5
118,"AVI",1,1,4,1,2,1,4,2,5,4,4,3,2,1,1,1,1,1,3,2,2,4,2,4,2,4,2,3,3,4,2,3,4,3,3,3,2,2,3,2,2,1,2,1,2,4,2,3,1
118,"Traditional",5,4,5,2,5,4,4,2,5,5,4,4,5,4,5,4,4,5,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,3,5,4,3,4,2,4,3,2,3,4,3,3,5,3
119,"AVI",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
119,"Traditional",4,4,5,4,4,4,4,4,3,5,5,5,5,4,5,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5
120,"AVI",2,1,2,1,1,1,5,2,5,5,4,3,4,2,1,1,1,1,4,5,3,4,3,3,3,4,4,4,4,3,3,4,4,3,3,5,3,2,3,4,3,2,2,2,2,5,3,4,2
120,"Traditional",3,4,5,2,2,3,2,1,4,4,5,5,5,5,4,3,4,4,3,5,4,4,4,3,3,5,4,3,4,4,4,3,4,4,3,1,4,3,4,3,3,3,3,3,3,2,2,2,4
121,"AVI",2,2,4,2,4,3,5,2,5,5,5,4,2,1,1,1,1,1,4,4,2,4,3,4,4,4,4,3,3,4,4,3,4,4,4,4,4,2,3,2,2,2,2,2,2,4,3,4,4
121,"Traditional",5,3,4,4,2,4,4,2,4,5,5,3,5,4,4,2,2,4,5,3,5,4,5,5,4,5,5,5,5,5,5,5,4,4,4,2,3,4,4,3,3,3,4,4,3,2,4,2,3
122,"AVI",1,1,1,1,1,1,5,1,1,4,4,4,1,1,2,1,2,1,3,1,2,3,4,2,1,2,2,1,2,2,2,2,4,1,1,1,3,1,2,1,2,1,1,1,1,1,3,1,1
122,"Traditional",3,2,2,1,2,1,2,1,5,3,3,4,4,4,3,2,5,5,3,4,4,4,4,3,4,4,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
123,"AVI",1,1,4,1,1,2,4,4,4,3,4,4,4,1,1,5,2,2,2,2,2,4,2,2,1,4,2,2,3,3,2,2,3,2,2,5,4,2,3,2,3,2,3,2,3,5,4,4,3
123,"Traditional",4,2,5,2,4,4,5,3,3,4,5,4,5,5,2,3,2,3,4,4,4,5,4,5,3,5,4,4,4,4,3,4,3,3,4,3,3,4,4,5,4,4,4,4,4,2,3,2,4
124,"AVI",4,2,5,2,4,4,4,5,5,5,2,2,3,2,2,3,2,2,3,2,4,4,3,4,2,4,2,2,3,3,2,3,4,5,4,5,4,3,4,3,4,2,5,2,3,5,5,5,3
124,"Traditional",4,5,5,2,2,5,5,4,2,5,5,3,3,4,5,4,2,4,4,4,4,4,5,5,3,5,5,4,5,4,2,5,5,4,4,2,4,2,3,5,4,3,4,4,2,2,4,2,4
125,"AVI",1,2,4,1,2,5,5,3,5,5,2,1,3,1,1,2,1,1,2,1,1,2,2,2,1,4,2,1,2,3,1,4,4,5,5,5,5,2,3,1,5,2,1,1,1,4,3,5,2
125,"Traditional",5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,5,5,5,4,5,5,4,5,5,2,5,2,3
126,"AVI",4,3,3,2,2,3,4,1,3,4,3,4,3,3,3,3,3,3,3,4,3,5,4,5,4,4,4,3,2,2,3,3,3,4,3,4,4,4,4,4,3,3,3,4,3,3,3,3,3
126,"Traditional",3,2,3,4,3,2,2,2,4,4,4,2,3,4,4,3,2,3,4,3,3,2,3,4,1,3,2,3,2,2,3,2,3,4,4,3,4,4,4,3,4,3,4,4,3,3,3,3,4
127,"AVI",5,2,4,2,1,4,5,2,5,4,3,3,4,2,3,2,2,3,3,3,4,5,4,5,5,5,4,4,5,3,4,4,5,2,5,5,3,3,4,3,4,3,2,2,3,3,4,3,3
127,"Traditional",4,3,4,2,2,3,3,2,2,4,5,4,4,3,5,4,4,4,5,4,4,5,4,5,5,5,5,4,5,4,5,4,4,5,4,2,3,4,4,5,4,5,5,4,3,3,5,5,3
128,"AVI",1,2,4,2,2,2,4,2,5,2,4,4,2,4,4,2,1,1,4,2,2,2,2,4,2,4,2,2,4,3,4,3,4,3,2,3,3,3,3,3,3,2,4,2,2,4,4,4,4
128,"Traditional",5,3,5,4,4,4,4,2,5,4,5,5,4,5,5,5,4,2,5,5,4,4,5,5,5,5,5,4,5,4,4,4,5,4,4,3,4,3,4,4,5,3,5,4,4,4,2,3,5
129,"AVI",2,2,4,2,2,4,4,4,5,4,3,3,2,1,2,2,2,2,3,2,2,2,2,3,2,4,3,2,3,2,3,2,3,4,3,3,3,2,3,4,3,2,3,2,3,3,3,4,3
129,"Traditional",4,3,5,2,3,4,4,3,4,4,4,3,4,4,4,4,4,3,5,5,4,4,5,4,4,5,4,4,5,5,3,4,5,3,4,4,5,4,4,5,4,5,3,4,5,5,4,2,3
130,"AVI",2,2,4,2,4,3,2,3,5,4,4,3,3,5,3,3,2,2,2,2,2,4,4,4,2,4,2,2,3,3,3,3,2,3,3,4,2,2,3,2,2,2,2,2,3,4,3,3,5
130,"Traditional",4,3,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,3,3,3,3,3,4,2,3,2,3,4,3,2,3,3,3
131,"AVI",2,3,3,2,2,2,2,3,2,3,4,4,4,4,4,3,3,3,2,3,3,3,2,4,2,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
131,"Traditional",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
132,"AVI",4,4,4,3,3,2,4,2,4,4,4,4,3,2,3,2,3,3,4,4,3,5,4,4,4,4,4,4,4,5,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4
132,"Traditional",3,2,4,3,4,2,2,2,3,4,4,4,3,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4
133,"AVI",4,2,4,1,1,1,2,1,2,4,3,4,1,1,4,5,1,1,4,4,5,4,4,5,2,5,5,4,5,4,5,4,5,1,1,3,3,2,5,1,3,2,2,1,1,4,4,5,5
133,"Traditional",4,2,2,4,5,4,4,4,3,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,3,4,5,3,5,4,4,4,5,4,3,4,3,5
134,"AVI",2,3,4,1,2,4,4,1,3,4,4,4,4,2,3,2,1,2,4,4,3,5,2,3,3,3,3,3,4,4,4,4,4,4,3,5,3,2,3,4,2,2,3,1,2,5,4,4,3
134,"Traditional",5,4,4,4,4,3,3,4,2,4,4,3,4,4,4,4,4,4,4,5,4,4,4,3,NA,4,4,3,3,4,4,4,4,5,3,3,4,3,4,4,4,4,4,4,3,2,2,2,4
135,"AVI",1,1,3,1,1,1,5,5,5,3,3,3,1,1,1,1,1,1,3,4,3,4,4,3,2,5,5,3,3,4,3,2,5,4,1,2,3,2,2,1,4,2,2,1,1,3,2,3,1
135,"Traditional",5,3,5,3,3,5,4,5,2,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,4,5,4,4,5,4,5,4,2,2,5,5,4,5,5,4,5,5,5,5,5
136,"AVI",4,3,4,1,3,2,4,3,4,4,4,5,3,4,4,2,3,3,4,3,2,4,4,4,2,4,4,4,4,3,3,2,3,4,4,2,4,2,2,3,3,3,3,4,3,3,2,2,3
136,"Traditional",4,1,4,1,1,3,5,1,2,4,5,5,4,5,5,5,4,4,4,4,3,3,4,4,2,4,4,5,4,4,3,4,5,3,2,4,2,4,5,3,2,4,3,4,5,3,2,2,3
137,"AVI",2,2,3,2,4,3,4,1,5,4,3,3,4,2,2,2,1,1,3,4,3,4,2,3,2,4,3,3,4,3,4,4,4,3,5,5,4,1,3,3,5,3,2,2,3,5,4,4,4
137,"Traditional",5,4,5,2,4,4,4,2,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,4,3,3,3,3,3,5,5,4,4,1,5,4,4,5,5,4,4,5,3,2,3,1,4
138,"AVI",2,1,2,2,3,3,3,2,2,3,4,3,4,3,3,2,2,2,2,3,3,4,3,2,2,3,2,2,2,2,3,2,2,3,3,3,3,4,4,3,3,2,4,4,3,4,3,2,3
138,"Traditional",3,2,4,3,2,3,3,2,4,4,3,3,3,4,4,2,4,4,3,4,4,4,4,3,3,3,3,4,4,3,3,3,4,5,5,3,5,3,5,3,5,3,3,4,5,5,5,4,5
139,"AVI",3,2,2,1,1,4,4,2,5,3,1,1,1,1,1,1,1,1,3,3,3,4,2,2,3,2,1,2,2,3,3,3,3,3,5,1,4,5,5,5,5,5,5,5,5,4,1,5,5
139,"Traditional",3,1,3,1,4,2,1,1,5,3,5,3,5,5,5,3,4,5,3,3,3,4,3,3,3,5,3,3,3,3,3,3,3,3,5,3,3,5,5,4,5,5,5,5,5,3,4,3,4
140,"AVI",1,1,3,2,2,4,4,4,3,4,4,3,3,2,2,2,3,2,3,4,3,5,2,3,2,1,3,2,5,2,4,3,4,5,3,5,3,3,4,2,3,2,2,2,2,5,3,5,4
140,"Traditional",2,2,3,2,4,1,1,2,4,3,4,3,4,5,5,5,4,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3,4,3,4,1,4,4,4,4,4,3,3,4,3,2,3,2,5
141,"AVI",4,3,4,2,2,4,2,2,2,3,3,3,2,2,2,2,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
141,"Traditional",5,4,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5
142,"AVI",3,3,4,2,3,2,4,2,5,4,4,4,4,2,2,3,2,2,3,4,4,4,4,4,3,4,2,3,3,3,2,4,4,3,3,3,3,3,3,2,3,2,2,2,2,4,4,3,2
142,"Traditional",3,3,5,3,3,3,3,2,5,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,3,2,3,4,3,4,3,4,3,4,4,3,3,2,3
143,"AVI",2,2,4,2,4,4,5,4,5,5,5,3,4,4,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,3,4,NA,4,4,4,4,4,3,3
143,"Traditional",3,5,5,4,5,2,4,2,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,3,4,4,3,4,3,4,5,4,3,3,3,5
144,"AVI",1,1,2,1,1,4,5,5,4,4,4,1,1,4,1,3,1,1,4,2,1,3,1,3,2,2,3,4,3,5,4,4,5,5,5,5,4,4,3,1,2,1,1,1,1,5,3,3,3
144,"Traditional",4,4,3,1,3,3,5,1,5,5,5,5,3,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,4,3,5,5,3,2,5,5,5,4,5,3,2,4,5,4,4,3,3,2,4
145,"AVI",1,1,1,1,1,1,3,1,1,3,3,3,3,3,4,2,3,3,4,3,4,3,3,4,1,4,3,2,3,3,3,2,2,4,5,3,3,4,5,3,4,5,5,4,5,5,4,5,5
145,"Traditional",1,1,5,1,5,2,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,3,5,3,2,5,3,4,5,5,5,5,5
